Timestamp,Software,CPU_Total_Pct,RAM_Total_MB,Core_0_Pct,Core_1_Pct,Core_2_Pct,Core_3_Pct,Core_4_Pct,Core_5_Pct,Core_6_Pct,Core_7_Pct
21:59:42,ROBOGUIDE,76.3,322.45,27.1,19.1,22.1,14.9,26.5,35.8,6.0,9.0
21:59:43,ROBOGUIDE,91.5,322.45,38.9,20.6,29.9,14.9,30.4,31.3,0.0,6.0
21:59:44,ROBOGUIDE,78.7,322.45,34.3,11.9,42.9,23.9,11.9,16.2,0.0,6.0
21:59:45,ROBOGUIDE,88.7,322.46,30.9,16.4,45.8,49.3,14.7,3.0,0.0,7.5
21:59:46,ROBOGUIDE,77.6,322.46,20.9,14.9,38.6,22.4,10.4,10.4,0.0,6.0
21:59:47,ROBOGUIDE,90.2,322.46,22.1,14.9,37.9,36.2,18.2,9.0,0.0,9.1
21:59:48,ROBOGUIDE,66.9,322.47,17.4,13.0,33.3,32.4,8.8,4.3,0.0,6.0
21:59:49,ROBOGUIDE,87.2,322.48,27.1,6.1,44.1,30.9,19.7,10.6,0.0,7.5
21:59:50,ROBOGUIDE,76.7,322.48,22.1,15.9,49.3,33.8,18.8,16.4,0.0,6.0
21:59:51,ROBOGUIDE,76.7,322.48,22.1,13.6,42.6,30.9,10.6,10.6,0.0,7.6
21:59:52,ROBOGUIDE,66.4,322.49,26.1,4.5,25.8,19.4,12.1,19.4,6.1,9.1
21:59:53,ROBOGUIDE,82.9,322.49,31.0,11.9,39.4,34.3,17.6,16.4,1.5,6.1
21:59:54,ROBOGUIDE,69.4,322.5,26.1,10.6,33.3,32.8,19.1,13.4,0.0,6.0
21:59:55,ROBOGUIDE,76.7,322.5,20.9,16.4,46.6,43.5,10.4,7.5,0.0,6.1
21:59:56,ROBOGUIDE,69.2,322.56,20.0,10.3,35.7,37.9,7.5,10.6,0.0,6.0
21:59:58,ROBOGUIDE,75.0,322.56,17.1,11.9,34.3,37.3,9.0,16.4,0.0,6.1
21:59:59,ROBOGUIDE,72.2,322.57,20.6,7.6,34.3,31.8,14.7,4.5,0.0,6.0
22:00:00,ROBOGUIDE,76.8,322.57,22.1,10.6,39.1,33.3,7.6,10.4,1.5,6.1
22:00:01,ROBOGUIDE,69.1,322.57,22.1,3.0,34.3,32.4,19.1,10.3,0.0,6.0
22:00:02,ROBOGUIDE,92.0,322.57,36.6,22.1,35.3,37.9,12.1,13.6,0.0,6.1
22:00:03,ROBOGUIDE,75.3,322.55,42.9,23.2,29.0,16.7,13.0,10.4,0.0,7.6
22:00:04,ROBOGUIDE,73.7,322.55,37.7,20.9,29.9,5.9,29.4,14.7,7.5,9.0
22:00:05,ROBOGUIDE,78.0,322.55,32.9,32.4,37.3,14.9,22.1,17.6,11.9,7.6
22:00:06,ROBOGUIDE,70.5,322.59,44.1,31.4,22.7,24.2,9.1,9.1,0.0,0.0
22:00:07,ROBOGUIDE,50.8,322.6,21.7,15.9,25.0,16.4,29.4,7.5,4.5,6.0
22:00:08,ROBOGUIDE,70.6,322.6,35.1,7.5,30.9,13.4,16.4,10.4,0.0,6.0
22:00:09,ROBOGUIDE,61.7,322.6,25.4,12.1,43.3,25.4,19.7,16.2,0.0,9.0
22:00:10,ROBOGUIDE,61.5,322.6,32.4,11.8,28.4,23.9,10.4,13.2,0.0,6.0
22:00:11,ROBOGUIDE,84.0,322.6,40.0,13.2,20.9,29.4,14.9,6.0,0.0,6.1
22:00:12,ROBOGUIDE,61.5,322.6,36.6,21.2,28.4,15.2,7.6,10.4,0.0,6.0
22:00:13,ROBOGUIDE,85.7,322.61,36.2,22.1,43.1,11.8,19.1,22.9,11.9,7.5
22:00:14,ROBOGUIDE,51.2,322.62,48.6,20.6,19.4,16.4,6.1,6.1,0.0,6.1
22:00:15,ROBOGUIDE,78.2,322.62,39.4,8.8,27.9,16.4,19.1,10.4,10.4,6.0
22:00:16,ROBOGUIDE,90.3,322.62,34.3,16.4,36.8,31.3,23.9,9.1,1.5,7.6
22:00:17,ROBOGUIDE,87.3,322.63,20.6,11.8,29.9,38.6,11.9,19.4,0.0,6.1
